"FC"	"ens"	"symbol"	"A.1.alpha"	"A.1.beta"	"A.1.gamma"	"A.2.alpha"	"A.2.beta"	"A.2.gamma"	"A.3.alpha"	"A.3.beta"	"A.3.gamma"	"B.1.alpha"	"B.1.beta"	"B.1.gamma"	"B.2.alpha"	"B.2.beta"	"B.2.gamma"	"B.3.alpha"	"B.3.beta"	"B.3.gamma"	"total_mean"	"log2FC"
"1641549_at"	0	"FBgn0037892"	"mRpL40"	4.94997048369573	4.96142659923954	4.90084144018019	4.9144420227813	4.85548435464093	4.93317284643743	4.86726498658073	4.75536919899216	4.62244988914155	4.91995827109849	5.1212806643169	4.92566666214787	4.9977392326889	5.22076262369077	5.05614985358469	4.99110159480774	5.25906969311779	4.92978945845443	4.95455221531095	-0.184566248024224
"1637462_at"	0	"FBgn0039040"	"CG13833"	4.16685760813662	4.36524668967347	4.52023900671025	4.50821439150361	4.36677555279106	4.53033076035288	4.29732287954103	4.2752235106473	4.44781657749297	4.3807012659022	4.3789792601969	4.27273503798961	4.3210268199111	4.48686538813705	4.49175730571212	4.36061018320124	4.44615231876244	4.332382949102	4.38606875032021	0.000757383103836773
"1633992_at"	0	"FBgn0033190"	"Gpo2"	3.37699676451712	3.56638887652974	3.58035143447745	3.54727450361055	3.84437158215343	3.68661336199084	3.56762816162607	3.46317058083369	3.85756803451139	3.64472889192396	3.6372227696035	3.66929386202016	3.45913051797188	3.73630479484524	3.62431258096074	3.34974987777064	3.59205896478995	3.78497572080994	3.6104522933859	-0.000823853382859063
"1634530_at"	0	"FBgn0036608"	"CG13040"	7.03642610140234	7.01819471001236	6.98615890857055	6.8705598770873	7.10004754800509	6.93811680517907	6.94088721057295	6.80133278774481	7.03548023492382	7.02612519803612	7.0893221116368	6.99260865501362	6.97804606492638	7.00090687431172	7.00752728464007	6.82790730443556	7.03306263537241	6.87080075440719	6.97519505923768	-0.0110114110312871
"1626356_s_at"	0	"FBgn0261260"	"mgl"	4.70353687006405	4.68657487345554	4.78245837228689	4.90534984649562	4.84968908267483	4.76786145370977	4.61449202873447	4.62055704061162	4.7662048730546	4.49940718467144	4.69627044278504	4.67861725277572	4.69331923946691	4.6724907723172	4.63219101784625	4.63283746190728	4.67818397068704	4.72585758296982	4.70032774258412	0.0875055017400763
"1634486_at"	0	"FBgn0050047"	"CG30047"	3.68773502159722	3.68191745417626	3.46960946242641	3.73105626392339	3.68016237725838	3.57510695127982	3.7070081308535	3.83461559967288	3.63125843669088	3.76409794593831	3.960398131661	3.78073049605724	3.61113300683121	3.92055110397791	3.80414384827863	3.76435709178071	4.11795898912912	3.70823848352398	3.74611548861427	-0.159237711033263
"1634436_at"	0	"FBgn0032336"	"AstC"	2.94353235938138	2.97286840294024	3.01512224784407	3.26659303945822	3.06207211949509	2.98254936370684	3.08605255397727	3.04348700425365	2.83209517416395	2.94754282667192	2.86783412623054	3.11792421212358	3.2487645100398	3.18507516106514	3.0256621214533	2.90295432641939	3.01145626726558	3.39257466911911	3.05023113808939	-0.0550462172408501
"1632424_at"	0	"FBgn0031770"	"CG13995"	3.07348848558338	3.10613939326025	3.12480689147178	2.92973444789114	2.97985573014011	2.93170611755917	3.08324440452157	3.06186614943463	3.38918086323204	3.25156621509323	3.09559568417509	3.0792412562371	3.09216195800573	3.14589581462337	3.08030492079615	3.41332601233753	3.22318306103998	3.04365748033651	3.1169419380966	-0.0827677688389579
"1631147_at"	0	"FBgn0037836"	"CG14692"	3.17139300157723	3.25209541309262	3.29140910988447	3.23651518576749	3.27781607786087	3.41018905852552	3.34081874574197	3.64756454600726	3.1293787715887	3.35410452790985	3.25199553277548	3.09095118030563	3.54658136644223	3.4226605186769	3.32588862509237	3.15631036765041	3.19491868682195	3.22535672246309	3.295885968788	0.0209347091009131
"1634023_at"	0	"FBgn0039407"	"CG14544"	4.41466005071096	4.86284550529434	4.98481636590838	4.90772638030457	4.80731551242545	4.74438231337493	4.85683804954851	4.80739699973978	4.71279663870657	4.76830491251674	4.55926808749574	4.69281937176599	4.65785493979046	4.8187079372906	4.71716286002404	4.88087984159618	4.815748761261	4.74554097308065	4.76417030560194	0.0491655701324545
"1638191_at"	0	"FBgn0285955"	"cv-c"	3.73821996718159	3.98593062101784	3.71476956418411	3.37771859773854	3.70630503413249	3.4914886970138	3.67852306271823	3.55456462970245	3.28063593377926	3.85293477794253	3.73509850926706	3.56167640480006	3.57972948755367	3.7264264312865	3.62886744841002	3.7208842335442	3.84700455111148	3.69686561966301	3.65986908728038	-0.0912590395678023
"1631398_at"	0	"FBgn0032095"	"Toll-4"	4.01047668724698	4.09892252816663	4.16281936631211	4.09010472162029	4.27947123132289	4.31355510931627	4.4308872399118	4.29381705107077	4.12592389165853	4.32701732647989	4.1219459441814	4.20538283631678	4.20014582364922	4.13166594416411	4.06038585049532	4.29061713038069	4.13163669159202	4.30859270246378	4.19907600424164	0.00317639743367337
"1629056_at"	0	"FBgn0004588"	"Eig71Ea"	2.96399838760796	3.02058087626866	2.91933480824806	2.97211478184607	3.16390573950355	3.12301546569453	2.7749698291419	2.91297219246288	2.94123599068495	2.90959067386838	2.83730657796444	3.34225337796305	2.94802636363823	2.94082110297256	2.76582530263023	2.92606402400262	2.79582899459033	3.08465326492328	2.96347209744509	0.0268620432117159
"1633792_a_at"	0	"FBgn0261885"	"osa"	2.90302787181246	3.1371417451291	3.15934613363358	2.9400759995413	3.00023347214439	3.09283873281243	2.96876344137048	3.07521594031749	3.00577605330725	2.97300970068324	3.14668239023243	2.84272193214181	2.86300562806648	2.86340776767462	2.85580126712812	3.02936355924186	3.27703208249062	2.80288689320221	2.99646281171833	0.0698342410230097
"1638020_at"	0	"FBgn0035679"	"CG10467"	3.44461880132607	3.64186782617629	3.55654963688091	3.59321835390766	3.8580732888542	3.61552410720318	3.46694853238007	3.49729995503205	3.7425400440627	3.57876828879328	3.71198963094819	3.36032251283772	3.41048726371258	3.62002120701171	3.75243373515595	3.6508062814358	3.80048813358277	3.92157396915253	3.62352953158076	-0.0433611640897111
"1623821_at"	0	"FBgn0035257"	"CG12011"	5.18891713296736	5.26740016242354	5.33708402774964	5.34544793983536	5.3662903491374	5.31866608462727	5.36286348913839	5.2900831720485	5.22088442428318	5.48144761081039	5.55743233342219	5.60942865448708	5.39436128391421	5.71163889151108	5.56437963530584	5.43481514435885	5.67448900901209	4.95199300251307	5.3932012415303	-0.186927642569351
"1636000_at"	0	"FBgn0039237"	"CG13640"	3.17834812197781	3.21165025223881	3.22492526894052	3.05071042952052	3.47092185792244	3.18502073959729	3.26690297470624	3.18813216839945	3.42669188242704	3.42908194155681	3.41985332150381	3.14887331774419	3.11927721428291	3.11464634772629	3.2161808837116	2.99145122056042	3.72060928817185	3.2268547175681	3.25500733047534	-0.0203916174550955
"1631098_at"	0	"FBgn0035868"	"CG7194"	3.24691129215234	2.89587984090419	2.89866209984711	2.98746999435913	2.96959028318547	2.75750669892418	2.70377132967522	2.66924182471425	3.08149473573288	2.86035276423396	2.76220215697459	3.07940359059063	2.76405431289971	3.03621753787705	3.03996696643952	3.00482019932718	3.26199771582521	3.14617301011825	2.95365090854338	-0.0827400171990367
"1636435_at"	0	"FBgn0030536"	"CG11068"	3.77854902691226	3.78960766309179	3.52701792513361	3.54697060546719	3.7844682809387	3.5775583796404	3.54496449799827	3.64851153338205	3.68842108730508	4.00858482324751	3.80673291592434	4.11579162385797	4.08858432245954	3.88713278520284	4.03974888011759	4.00091533189896	4.09434257198116	4.0829092291866	3.83393397131921	-0.359852609334129
"1638913_at"	0	"FBgn0259110"	"mmd"	4.5795266116405	4.66970433782474	4.74115511768367	4.34008956688034	4.47604362918854	4.57951112020215	4.33717612761935	4.42025968886822	4.60117090373124	4.49439167012888	4.38961094016837	4.69696020683218	4.60129701117308	4.33568131652966	4.54300966602141	4.38433263444402	4.55223098497583	4.44728623918785	4.51052432072778	0.0333151593530525
"1626939_at"	0	"FBgn0038579"	"CG14313"	4.6225014782702	4.47547353705899	4.39728173629147	4.50999419237076	4.46067682108479	4.50594069068146	4.54459814858094	4.54007627737672	4.34048940311258	4.33587655774834	4.44280193592258	4.52282886257678	4.43100627122234	4.59023368913898	4.68820727119442	4.60834030689145	4.69912974267128	4.38331284913955	4.50548720951853	-0.0338561335197562
"1624341_a_at"	0	"FBgn0037417"	"Osi10"	4.22992079905882	4.37037677764777	4.30073396602456	4.35233985953609	4.16330825804379	4.3465295359307	4.04225328771847	4.36122290352431	4.34611842937373	4.20063109331037	4.51653397354192	4.3049332065013	4.20381469435269	4.29728012946788	4.55475717981309	3.95799555282434	4.23132230438966	4.21101974432029	4.27728287196554	0.0038351042596334
"1637245_at"	0	"FBgn0264542"	"hwt"	4.8519148649953	4.88049453874953	4.74270485599234	5.08090863616228	4.77320650208665	4.761102512811	4.6855863196403	4.90349794693594	4.82186397116567	4.77223942047813	4.63934529967973	4.70163655427729	4.68350515144025	4.85057480286034	4.90459376701299	4.42271490813616	4.78449001862798	4.44787235894901	4.76156957944449	0.143811985230792
"1628574_at"	0	"FBgn0032894"	"CG14402"	4.85469171584336	4.90717652977143	5.22267782404843	4.93391661057019	5.01246883792484	5.10651954915848	5.17306685977303	4.93215294488156	5.0452088082744	5.08482812136221	4.98443214718585	4.88090005378005	4.87242919771678	5.0226680373533	5.11224296211343	5.09807959240078	5.04856222865408	4.99319188360786	5.01584521691223	0.0100606062301534
"1630565_at"	0	"FBgn0031361"	"CG17652"	3.24842129199954	3.52691666463624	3.32034002778253	3.55257396851228	3.79601020250174	3.70463098738641	3.60844819810081	3.53635697648366	3.33485470874888	3.58095977004461	3.38213308632793	3.45633341073678	3.48377455358162	3.4721695508876	3.55260322303376	3.70702970383052	3.28662110401011	3.45983266011321	3.5005561160399	0.0274551070651059
"1632660_at"	0	"FBgn0026136"	"CkIIbeta2"	4.34137469570618	4.50297656802145	4.2958833888485	4.54278194065011	4.26601361715583	4.28094450891392	4.36879856144395	4.29169934163049	4.27820781400102	4.58721381846871	4.281155441572	4.59989840522327	4.31674711455569	4.48040747525926	4.39273091748651	4.23276322908563	4.36568692065522	4.23653325356257	4.37010094512446	-0.0360506821663789
"1624792_at"	0	"FBgn0030136"	"RpS28b"	3.62208511794508	3.80818767521433	3.86635345490653	3.84133803870317	3.73779073418515	3.6506292144916	3.72372100241058	3.59068623065786	3.56800290757733	3.59161437631758	4.08476960377369	3.80077638528272	3.81919012129311	3.40259222122002	4.00959880123382	3.79927716960814	3.6816400262685	3.66495835215219	3.73684507962452	-0.0495136312286819
"1635485_at"	0	"FBgn0264490"	"Eip93F"	2.96773909216938	3.03720038490087	3.32444148979488	3.12415612252161	2.92207077122683	2.86125018868441	2.95680807411808	3.29189834462289	3.13741518220335	2.99069735568894	3.01948103383158	3.37618035399238	3.33334760098908	2.95106332268219	3.15689564125212	2.89821001932821	2.98457437122488	3.16200008575439	3.08307941305478	-0.0277189038334966
"1634236_at"	0	"FBgn0052815"	"CG32815"	4.64564884380617	4.97986610203648	4.70592514612611	4.66457954892324	4.74332206659129	4.87096425871864	4.76381938910075	4.68664236634907	4.66484740516968	4.80280690871426	4.69319794204995	4.63940707191683	4.94491149061545	4.8611919628415	4.45125707352598	4.6182798882933	4.65466628422037	4.76024034329319	4.73064300512735	0.0332951290389554
"1634649_at"	0	"FBgn0004657"	"mys"	2.72652174609079	2.64330122344029	2.97883125016721	2.55116964389915	2.40763204020654	2.74125574634116	2.86323062039714	2.72977967125802	2.82875685084979	2.48218294859954	2.72075707551409	2.98365184516475	2.5854872368659	2.68907746477481	2.59321334141848	2.5290246218075	2.84660314489657	2.61182146768947	2.69512766329896	0.0476288495465536
"1640123_at"	0	"FBgn0031831"	"COX5BL"	3.07717737841839	2.90505068373414	2.89483257384242	2.77954313033602	3.04960410131366	3.07006708803481	2.92325638479332	3.15455543726734	3.0609888628246	2.8636846382197	3.14038000860222	3.1820466083485	2.86833393167804	3.03737072033947	2.85491669290557	2.8301342126073	3.31336368157518	2.94090381034431	2.99701166362139	-0.0128954071172878
"1632606_a_at"	0	"FBgn0053169"	"CG33169"	4.97340120165306	4.92464801385317	4.76578482700399	4.99252001102557	5.00131330284837	5.07092295307537	4.78776428737816	4.8934484422031	4.92005502808655	4.93785308894164	4.81578636037449	4.9713310592315	4.8749742625283	5.12371595274034	5.17912111065662	4.89738075030148	4.78199753977871	4.84189167263463	4.93077277023972	-0.0104659700067087
"1640028_at"	0	"FBgn0085302"	"CG34273"	3.77211617994328	3.97388559048333	4.13384169217192	3.9151003535468	3.76255593970116	3.80312231358911	4.01371789635565	3.98321279610523	3.99533040700194	3.78580382835859	3.74110955217606	4.15838625667991	3.71574516656079	3.96005250051785	3.7154634954936	4.00329069759904	3.95981918170543	3.77647451609086	3.89827935356003	0.0596375526351434
"1627870_at"	0	"FBgn0263256"	"CG43394"	4.01884954746984	4.05456842259375	3.82697511797926	4.09137839561464	3.76173367292008	4.23652540525574	4.04402709204757	4.2987557413369	3.77903266701727	4.33745613240222	3.83132186726679	3.57492686060494	3.87268158338963	4.08321546139183	3.90067144174475	4.20483971413618	4.07267251121922	3.89703734153887	3.99370383199608	0.0374470165045131
"1636907_at"	0	"FBgn0052982"	"CG32982"	3.67341786615886	3.65300365550625	3.43623319039839	3.8708124544242	3.51935275240847	3.7790510423623	3.81522317872513	3.64452115852547	3.64476517684305	3.71657750392853	3.75644503086068	3.75673489715542	3.42100115139219	3.54680608096152	3.67404531899926	3.83208696697352	3.57984444833489	3.44430347768671	3.65356807509138	0.0342817332288221
"1629748_s_at"	0	"FBgn0037541"	"CG2747"	4.22594301476207	4.19948340824606	4.24538992451677	3.93949111529637	4.21770807740129	4.28323137761381	4.28726251347529	4.32606029019448	4.04307696857944	4.26012980021458	3.93964364581999	4.02211676212214	3.93115432796921	4.29273116120011	4.41793924172857	4.00939608251024	4.31379594741764	4.38771664190162	4.1856816833872	0.0214470088001644
"1629802_at"	0	"FBgn0032452"	"CG15484"	4.19941761680732	4.4931593221075	4.24018437903518	4.72963806345137	4.49760986304416	4.44622194983885	4.23360434921949	4.44762862646235	4.25385736826905	4.50198462859713	4.42798797196878	4.67462410860927	4.37526986930878	4.76051408027008	4.49085637169509	4.30955144049312	4.63995788075068	4.68928058006625	4.46729713722191	-0.147633932613767
"1628376_x_at"	0	"FBgn0031277"	"CG13947"	6.05501639317772	5.79657081418948	5.89644238569907	5.95555671379043	5.79416395999974	6.1607071600583	5.91080925714626	5.79473105265301	5.88211868792475	6.11480177566827	6.04860745435335	5.95923009530646	6.04561577267149	5.84507923615235	6.19455895767128	6.0910163127963	6.05121957630513	6.03279455078333	5.97939111979704	-0.126311923007688
"1628686_a_at"	0	"FBgn0003559"	"su(f)"	3.69323990388176	3.78162211812201	3.95750984225527	3.62780133719356	3.98835364975152	3.81461213488158	3.98422331804538	3.95333346367185	3.69562103226394	3.82552093914716	3.63930381965067	3.7539773870325	3.90976735727722	3.83202246716361	3.80363618566621	3.69320078444073	3.80885287773268	3.69936489652784	3.80344241748364	0.0589633428253613
"1623000_at"	0	"FBgn0053093"	"CG33093"	4.03611562158219	4.24437237568183	4.05398989601001	3.89031169706525	4.06336190809102	4.0693717390171	4.17406688260956	4.06003629153657	4.19436081958394	4.53702814684937	4.47017218419191	4.35143064474992	4.3325617737741	4.38469739565206	4.21084242957909	4.34979273663407	4.36366448384807	4.5114710576213	4.23875822689319	-0.302852624635824
"1637551_at"	0	"FBgn0035290"	"dsb"	4.05988041041564	4.38555259813163	4.25920019545242	4.35810283892013	4.20454466729674	4.29399126463609	4.25994447234948	4.26629415159817	4.36000054204474	4.37501003233428	4.24184780131731	4.48869343441399	4.35226897738662	4.46976512091535	4.33677471853923	4.67555522409115	4.50201121985816	4.4237056943282	4.35073018689052	-0.157569009148806
"1624721_at"	0	"FBgn0022960"	"vimar"	2.49932485113491	2.49275600756111	2.59513063284141	2.58250569505502	2.48743894807058	2.48216563760892	2.36769975039113	2.44879156334221	2.53462633479148	2.64231778778814	2.51541781994424	2.45643075077939	2.49248210973634	2.48854497342882	2.48505600029817	2.50075474342583	2.58105926086911	2.59566996592606	2.51378737961072	-0.0296993323777031
"1638418_at"	0	"FBgn0035217"	"FucTD"	3.80650410472916	4.10701309472131	3.9251265477855	4.03133995347266	4.11031496164907	3.99041125972838	4.10410722142469	3.86956086921715	3.97153643045655	4.11905176362072	4.17897154898907	4.07694515119261	4.06582417863301	4.47391487547697	4.18015181760586	4.27015984438978	4.08424007834445	3.99279768703115	4.07544285491489	-0.169571389122128
"1639380_a_at"	0	"FBgn0001216"	"Hsc70-1"	3.7571395404825	3.33176325534354	3.40697879900926	3.48022667728022	3.67866438529082	3.48085728473222	3.36897654526098	3.40746329887337	3.40351782151687	3.17904429291454	3.47013835817764	3.51384802405267	3.53703356112364	3.32193612280386	3.55965573704636	3.66396556197154	3.37667515369572	3.57829415777136	3.47312103207484	0.01277740424805
"1632280_at"	0	"FBgn0035374"	"mRpS35"	4.47372766503092	4.54296151824169	4.50580636706034	4.52761160215339	4.62028123892015	4.58562462425258	4.55333735383166	4.4788955698591	4.45973796116718	4.82632193126877	4.49082916287511	4.24627655091875	4.58444002593263	4.64628738248543	4.45601425168614	4.90482823454588	4.46477748597049	4.63799507463515	4.55587522226863	-0.0566429110890381
"1638906_at"	0	"FBgn0044328"	"CG32052"	2.86670174795026	2.73959448430158	2.66209030285719	2.67546506075831	2.86538163584706	2.94211613706815	2.6922346160083	2.6515933545133	2.79298393731927	2.82036355561796	2.87704151310965	2.9310692459368	3.02245595193814	2.8705622325267	2.80472812811899	2.77986518845202	2.5975144694931	2.92773813726531	2.80663887217123	-0.0825752384261387
